tweet_id,text,dogger_prediction_type,dogger_prediction_confidence,rating_numerator,rating_denominator,retweet_count,favorite_count,jpg_url,timestamp,name,dog_stage
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,golden_retriever,0.46976,13,10,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,2017-07-22 16:56:37+00:00,Zeke,
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Siberian_husky,0.700377,13,10,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,2017-07-22 00:23:06+00:00,Ralphus,
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,French_bulldog,0.995026,12,10,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,2017-07-20 16:49:33+00:00,Gerald,
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,basset,0.821664,13,10,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,2017-07-19 16:06:48+00:00,Jeffrey,
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Pembroke,0.809197,13,10,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2017-07-19 00:47:34+00:00,Canela,
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,Samoyed,0.733942,12,10,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,2017-07-18 00:07:08+00:00,,
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Chihuahua,0.793469,13,10,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2017-07-17 16:17:36+00:00,Maya,
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",kuvasz,0.309706,13,10,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,2017-07-16 23:58:41+00:00,Mingus,
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,"convertible is a dog, Brent?",0.738995,13,10,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,2017-07-16 20:14:00+00:00,Derek,
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,French_bulldog,0.999201,12,10,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,2017-07-15 23:25:31+00:00,Roscoe,pupper
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,pug,0.943575,13,10,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,2017-07-15 16:17:19+00:00,Waffles,
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Blenheim_spaniel,0.972494,12,10,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,2017-07-14 22:10:11+00:00,Jimbo,
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,pug,0.369275,13,10,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,2017-07-13 15:58:47+00:00,Maisey,
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,malamute,0.8124819999999999,13,10,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,2017-07-12 16:03:00+00:00,,
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Italian_greyhound,0.259916,12,10,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,2017-07-12 00:01:00+00:00,Earl,
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,chow,0.822103,13,10,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,2017-07-11 20:47:12+00:00,Lola,
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,pug,0.5464060000000001,13,10,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,2017-07-11 00:00:02+00:00,Kevin,
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",Pembroke,0.993225,14,10,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,2017-07-10 15:58:53+00:00,,
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,German_shepherd,0.707046,12,10,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,2017-07-09 21:29:42+00:00,Yogi,doggo
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Doberman,0.610946,12,10,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,2017-07-09 00:00:04+00:00,Noah,
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",golden_retriever,0.943082,14,10,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,2017-07-08 00:28:19+00:00,Bella,
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,chow,0.987997,13,10,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,2017-07-07 16:22:55+00:00,Grizzwald,floofer
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",golden_retriever,0.949562,13,10,6949,37914,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2017-07-07 00:17:54+00:00,,
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Eskimo_dog,0.4667779999999999,13,10,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,2017-07-06 15:58:11+00:00,Rusty,
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Labrador_retriever,0.85005,12,10,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,2017-07-06 00:46:41+00:00,Gus,pupper
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Pembroke,0.542982,13,10,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,2017-07-05 15:48:34+00:00,Stanley,
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,golden_retriever,0.762211,13,10,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,2017-07-04 16:01:23+00:00,Alfy,
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",golden_retriever,0.00694063,13,10,5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,2017-07-04 01:18:17+00:00,Koko,
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Weimaraner,0.291539,12,10,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,2017-07-03 16:04:48+00:00,Rey,
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Saluki,0.529012,13,10,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,2017-07-03 00:11:11+00:00,Gary,
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,"tusker is a dog, Brent?",0.473303,12,10,5358,23501,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,2017-07-01 21:49:04+00:00,Elliot,
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,"street_sign is a dog, Brent?",0.251801,13,10,2886,17346,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,2017-06-30 23:47:07+00:00,Louis,
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,Pembroke,0.791416,12,10,3989,21734,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,2017-06-30 19:35:32+00:00,,
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,golden_retriever,0.913255,12,10,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,2017-06-29 16:39:47+00:00,Bella,
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Chihuahua,0.238525,12,10,4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,2017-06-29 00:27:25+00:00,Jesse,
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,miniature_pinscher,0.120298,11,10,4533,28150,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,2017-06-28 16:09:20+00:00,,
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,basset,0.813507,13,10,3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,2017-06-28 00:42:13+00:00,Romeo,
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,German_short-haired_pointer,0.479896,12,10,3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,2017-06-27 00:10:17+00:00,Bailey,
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Labrador_retriever,0.0334961,12,10,3261,17099,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,2017-06-26 16:31:08+00:00,Jack,
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,"tabby is a dog, Brent?",0.311861,11,10,4941,23022,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,2017-06-25 18:56:45+00:00,Steven,
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,vizsla,0.960513,13,10,2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,2017-06-25 16:07:47+00:00,Beau,
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Italian_greyhound,0.734684,13,10,4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2017-06-25 00:45:22+00:00,Snoopy,puppo
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",basset,0.32042,13,10,1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,2017-06-23 16:00:04+00:00,Shadow,
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,French_bulldog,0.839097,14,10,7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,2017-06-23 01:10:23+00:00,Emmy,
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Chesapeake_Bay_retriever,0.8379559999999999,13,10,17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2017-06-22 03:54:17+00:00,Aja,
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,basset,0.995368,12,10,3994,23258,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,2017-06-21 15:58:08+00:00,Penny,
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Saluki,0.5099670000000001,13,10,5414,27907,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,2017-06-21 00:06:44+00:00,Dante,
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Pembroke,0.93112,12,10,5880,27755,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,2017-06-20 16:29:50+00:00,Nelly,
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,bloodhound,0.575751,12,10,3506,21125,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,2017-06-19 16:24:33+00:00,Ginger,pupper
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,golden_retriever,0.874566,13,10,2511,19163,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,2017-06-18 16:57:37+00:00,Benedict,
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Bernese_mountain_dog,0.534327,13,10,4903,28490,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,2017-06-17 16:52:05+00:00,Venti,
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Labrador_retriever,0.799551,13,10,4497,25773,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,2017-06-16 16:11:53+00:00,Goose,
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,West_Highland_white_terrier,0.7143189999999999,12,10,4922,26022,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2017-06-14 16:04:48+00:00,,
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Labrador_retriever,0.836052,12,10,4875,28439,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,2017-06-13 17:29:20+00:00,Cash,
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,cocker_spaniel,0.437216,13,10,4308,26651,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,2017-06-12 16:06:11+00:00,Jed,pupper
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",flat-coated_retriever,0.8321770000000001,12,10,4125,23134,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,2017-06-12 00:15:36+00:00,,
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Cardigan,0.806674,13,10,11007,35501,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2017-06-11 21:18:31+00:00,Sebastian,puppo
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",Newfoundland,0.678537,13,10,4143,24837,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,2017-06-10 16:39:04+00:00,,
873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",vizsla,0.6197819999999999,12,10,1667,7467,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,2017-06-09 16:22:42+00:00,Sierra,pupper
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,Labrador_retriever,0.476913,12,10,5669,28031,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2017-06-09 00:02:31+00:00,,doggo
872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",pug,0.99912,13,10,3884,15029,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,2017-06-08 14:20:41+00:00,,
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,cocker_spaniel,0.513191,13,10,3911,21309,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,2017-06-08 01:06:27+00:00,Monkey,
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,Pembroke,0.931861,12,10,9429,41606,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,2017-06-07 16:14:40+00:00,,
872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,Labrador_retriever,0.972019,13,10,6649,35085,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2017-06-07 01:19:32+00:00,Harry,
872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,pug,0.0667363,12,10,8549,35324,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,2017-06-06 16:07:15+00:00,Kody,
871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,Shetland_sheepdog,0.969171,13,10,11918,39090,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,2017-06-06 00:01:46+00:00,Lassie,
871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,Labrador_retriever,0.921393,12,10,3678,20787,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2017-06-05 16:15:56+00:00,Rover,pupper
871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,komondor,0.974781,12,10,3628,20730,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2017-06-04 23:56:03+00:00,Napolean,doggo
871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",kelpie,0.398053,13,10,3999,23255,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,2017-06-03 15:55:36+00:00,Boomer,
870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,"home_theater is a dog, Brent?",0.16829,11,10,6393,33791,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,2017-06-03 00:48:22+00:00,,
870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",Pembroke,0.945495,13,10,2817,12819,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,2017-06-02 15:00:16+00:00,Cody,
870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,golden_retriever,0.841001,13,10,27680,85011,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,2017-06-01 20:18:38+00:00,Zoey,
870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",Greater_Swiss_Mountain_dog,0.6227520000000001,13,10,4384,22453,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2017-06-01 16:00:09+00:00,Rumble,
870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,"comic_book is a dog, Brent?",0.534409,14,10,8840,37771,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,2017-05-31 23:43:25+00:00,Clifford,
869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",Pembroke,0.980148,13,10,10663,43710,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,2017-05-31 04:27:59+00:00,Dewey,
